Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Status
il-pur-de-ilmin-30-ml,Il Pur De Ilmin 30ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Unisex</li><li><strong>Marca:</strong> Ilmin</li><li><strong>Categoría olfativa:</strong> Cítrico, amaderado, floral, dulce</li><li><strong>Concentración:</strong> Extrait de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Naranja, naranja tangerina, petit grain y toronja</li><li><strong>Notas de corazón:</strong> Ylang-ylang, raíz de lirio, flor de azahar del naranjo, jazmín, neroli y flor del cerezo</li><li><strong>Notas de fondo:</strong> Vainilla, ámbar, sándalo y pachulí</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Ilmin,Perfume,"AMADERADOS, CÍTRICOS, DULCES, EXTRAIT DE PARFUM, FLORALES, FRUTALES, ILMIN, OFERTA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES DE NICHO, PERFUMES PARA ELLAS, PERFUMES PARA ELLOS, PERFUMES UNISEX, PRIMAVERA, VERANO",TRUE,Title,Default Title,ILM02,0,continue,manual,450000,550000,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Il-Pur-De-Ilmin-30ml-scaled.webp,1,active
il-mexico-de-ilmin-30-ml,Il Mexico De Ilmin 30ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Unisex</li><li><strong>Marca:</strong> Ilmin</li><li><strong>Categoría olfativa:</strong> Floral, amaderado, fresco, cítrico</li><li><strong>Concentración:</strong> Extrait de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Naranja tangerina y notas verdes</li><li><strong>Notas de corazón:</strong> Violeta, jazmín, iris, rosa y jacinto</li><li><strong>Notas de fondo:</strong> Pachulí, vetiver, ámbar y almizcle blanco</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Ilmin,Perfume,"AMADERADOS, CÍTRICOS, EXTRAIT DE PARFUM, FLORALES, FRESCO, FRUTALES, ILMIN, OFERTA, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES DE NICHO, PERFUMES PARA ELLAS, PERFUMES PARA ELLOS, PERFUMES UNISEX, PRIMAVERA, VERANO",TRUE,Title,Default Title,ILM12,0,continue,manual,450000,550000,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Il-Mexico-De-Ilmin-30ml-scaled.webp,1,active
il-piete-de-ilmin-30-ml,Il Piete De Ilmin 30ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Unisex</li><li><strong>Marca:</strong> Ilmin</li><li><strong>Categoría olfativa:</strong> Aromático, cítrico, ámbar, avainillado, lavanda</li><li><strong>Concentración:</strong> Extrait de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido)</li><li><strong>Notas de salida:</strong> Bergamota, anís y cardamomo</li><li><strong>Notas de corazón:</strong> Lavanda, cedro y ámbar</li><li><strong>Notas de fondo:</strong> Vetiver y vainilla</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Ilmin,Perfume,"CÍTRICOS, EXTRAIT DE PARFUM, FLORALES, ILMIN, OFERTA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES DE NICHO, PERFUMES PARA ELLAS, PERFUMES PARA ELLOS, PERFUMES UNISEX, PRIMAVERA",TRUE,Title,Default Title,ILM013,0,continue,manual,450000,550000,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Il-Piete-De-Ilmin-30ml-scaled.webp,1,active
il-femme-de-ilmin-30-ml,Il Femme De Ilmin 30ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Unisex</li><li><strong>Marca:</strong> Ilmin</li><li><strong>Categoría olfativa:</strong> Amaderado, frutal, dulce, atalcado</li><li><strong>Concentración:</strong> Extrait de Parfum</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (frío)</li><li><strong>Notas de salida:</strong> Maracuyá, rosa, nuez moscada y canela</li><li><strong>Notas de corazón:</strong> Bálsamo de Gurjum, madera de gaiac y madera de cachemira</li><li><strong>Notas de fondo:</strong> Sándalo, tabaco, almizcle, cumarina, vainilla y ládano</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Ilmin,Perfume,"AMADERADOS, DULCES, EXTRAIT DE PARFUM, FRUTALES, ILMIN, INVIERNO, OFERTA, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES DE NICHO, PERFUMES PARA ELLAS, PERFUMES PARA ELLOS, PERFUMES UNISEX",TRUE,Title,Default Title,ILM14,0,continue,manual,450000,550000,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Il-Femme-De-Ilmin-30ml-scaled.webp,1,active
il-climax-de-ilmin-30-ml,Il Climax De Ilmin 30ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Unisex</li><li><strong>Marca:</strong> Ilmin</li><li><strong>Categoría olfativa:</strong> Amaderado, fresco, atalcado, aromático, floral</li><li><strong>Concentración:</strong> Extrait de Parfum</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (templado, frío)</li><li><strong>Notas de salida:</strong> Clavos de olor, pimienta negra y rosa</li><li><strong>Notas de corazón:</strong> Magnolia, ylang-ylang, rosa y ámbar</li><li><strong>Notas de fondo:</strong> Sándalo, vetiver y almizcle blanco</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Ilmin,Perfume,"AMADERADOS, EXTRAIT DE PARFUM, FLORALES, FRESCO, ILMIN, INVIERNO, OFERTA, OTOÑO, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES DE NICHO, PERFUMES PARA ELLAS, PERFUMES PARA ELLOS, PERFUMES UNISEX",TRUE,Title,Default Title,ILM03,0,continue,manual,450000,550000,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Il-Climax-De-Ilmin-30ml-scaled.webp,1,active
il-oomphde-ilmin-30-ml,Il Oomph De Ilmin 30ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Unisex</li><li><strong>Marca:</strong> Ilmin</li><li><strong>Categoría olfativa:</strong> Amaderado, dulce, frutal, almizclado, fresco</li><li><strong>Concentración:</strong> Extrait de Parfum</li><li><strong>Clima:</strong> Otoño (templado, frío), Primavera (templado, cálido)</li><li><strong>Notas de salida:</strong> Piña, manzana, ciruela y fresa</li><li><strong>Notas de corazón:</strong> Iris, jazmín, alcatraz y rosa</li><li><strong>Notas de fondo:</strong> Almizcle, cedro, sándalo, pachulí, cipriol y ámbar gris</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Ilmin,Perfume,"AMADERADOS, DULCES, EXTRAIT DE PARFUM, FRESCO, FRUTALES, ILMIN, OFERTA, OTOÑO, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES DE NICHO, PERFUMES PARA ELLAS, PERFUMES PARA ELLOS, PERFUMES UNISEX, PRIMAVERA",TRUE,Title,Default Title,ILM16,0,continue,manual,450000,550000,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Il-Oomph-De-Ilmin-30ml-scaled.webp,1,active
il-dolce-de-ilmin-30ml,Il Dolce De Ilmin 30ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Unisex</li><li><strong>Marca:</strong> Ilmin</li><li><strong>Categoría olfativa:</strong> Frutal, dulce, cítrico, almizclado</li><li><strong>Concentración:</strong> Extrait de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Invierno (frío)</li><li><strong>Notas de salida:</strong> Limón y naranja</li><li><strong>Notas de corazón:</strong> Notas florales y ámbar</li><li><strong>Notas de fondo:</strong> Notas amaderadas, vainilla y almizcle</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Ilmin,Perfume,"CÍTRICOS, DULCES, EXTRAIT DE PARFUM, FRUTALES, ILMIN, OFERTA, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES DE NICHO, PERFUMES PARA ELLAS, PERFUMES PARA ELLOS, PERFUMES UNISEX, PRIMAVERA, PROMOCIONES, VERANO",TRUE,Title,Default Title,ILM18,0,continue,manual,450000,550000,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Il-Dolce-Ilmin-30ml-scaled.webp,1,active
il-orgasme-de-ilmin-30ml,Il Orgasme De Ilmin 30ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Unisex</li><li><strong>Marca:</strong> Ilmin</li><li><strong>Categoría olfativa:</strong> Aromático, amaderado, dulce, especiado</li><li><strong>Concentración:</strong> Extrait de Parfum</li><li><strong>Clima:</strong> Invierno (templado, frío)</li><li><strong>Notas de salida:</strong> Toronja (pomelo), bergamota, naranja, grosellas negras y agua de mar</li><li><strong>Notas de corazón:</strong> Jazmín, rosa, geranio, café, cuero y nuez moscada</li><li><strong>Notas de fondo:</strong> Vainilla, pachulí, caramelo, ámbar, roble, vetiver y tabaco</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Ilmin,Perfume,"AMADERADOS, CÍTRICOS, DULCES, EXTRAIT DE PARFUM, FLORALES, FRUTALES, ILMIN, INVIERNO, OFERTA, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES DE NICHO, PERFUMES PARA ELLAS, PERFUMES PARA ELLOS, PERFUMES UNISEX",TRUE,Title,Default Title,ILM19,0,continue,manual,450000,550000,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Il-Orgasme-De-Ilmin-30ml-1-scaled.webp,1,active
terre-dhermes-de-hermes-100-ml,Terre D&#8217;hermes EDT De Hermes 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Hermes</li><li><strong>Categoría olfativa:</strong> Cítrico, amaderado, especiado, aromático</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Naranja y toronja (pomelo)</li><li><strong>Notas de corazón:</strong> Pimienta, pelargonio y Sílex</li><li><strong>Notas de fondo:</strong> Vetiver, cedro, pachulí y benjuí</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Hermes,Perfume,"AMADERADOS, CÍTRICOS, EAU DE TOILETTE, HERMES, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PRIMAVERA, PROMOCIONES",TRUE,Title,Default Title,HMS01,0,continue,manual,200000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Terre-D-hermes-EDT-De-Hermes-100ml-scaled.webp,1,active
set-guess-gold-de-guess-75-ml,Set Guess Gold De Guess,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Guess</li><li><strong>Categoría olfativa:</strong> Amaderado, frutal, ámbar, floral, fresco</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (frío)</li><li><strong>Notas de salida:</strong> Piña, manzana y limón</li><li><strong>Notas de corazón:</strong> Jazmín, jacinto, nenúfar y rosa</li><li><strong>Notas de fondo:</strong> Ámbar, vetiver y sándalo Contiene: Guess Gold EDP 75ml Perfume Guess Gold EDP 15ml Crema Corporal 200ml</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Guess,Perfume,"AMADERADOS, EAU DE PARFUM, FLORALES, FRESCO, FRUTALES, GUESS, INVIERNO, OTOÑO, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, SET DE PERFUMES",TRUE,Title,Default Title,GSS04,0,continue,manual,225000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Set-Guess-Gold-De-Guess-scaled.jpg,1,active
guess-gold-de-guess-75-ml,Guess Gold De Guess 75ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Guess</li><li><strong>Categoría olfativa:</strong> Amaderado, frutal, ámbar, floral, fresco, dulce</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (frío)</li><li><strong>Notas de salida:</strong> Piña, manzana y limón</li><li><strong>Notas de corazón:</strong> Jazmín, jacinto, nenúfar y rosa</li><li><strong>Notas de fondo:</strong> Ámbar, vetiver y sándalo</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Guess,Perfume,"AMADERADOS, DULCES, EAU DE PARFUM, FLORALES, FRESCO, FRUTALES, GUESS, INVIERNO, OTOÑO, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS",TRUE,Title,Default Title,GSS05,0,continue,manual,165000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Guess-Gold-De-Guess-75ml.jpg,1,active
guess-tradicional-150ml,Guess Tradicional 150ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Guess</li><li><strong>Categoría olfativa:</strong> Floral, frutal, fresco, cítrico</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Manzana verde, fresa, bergamota y naranja tangerina</li><li><strong>Notas de corazón:</strong> Magnolia, peonía, fresia, lirio de los valles, bayas rojas, jazmín, durazno y ylang-ylang</li><li><strong>Notas de fondo:</strong> Almizcle, cedro, ámbar y musgo de roble</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Guess,Perfume,"CÍTRICOS, EAU DE PARFUM, FLORALES, FRESCO, FRUTALES, GUESS, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PRIMAVERA, VERANO",TRUE,Title,Default Title,GSS06,0,continue,manual,220000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/05/Guess-Tradicional-150ml.jpg,1,active
guess-girl-belle-de-guess-100-ml,Guess Girl Belle De Guess 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Guess</li><li><strong>Categoría olfativa:</strong> Atalcado, amaderado, floral, frutal</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Bayas silvestres y champaña</li><li><strong>Notas de corazón:</strong> Violeta, peonía y jazmín</li><li><strong>Notas de fondo:</strong> Almizcle, vainilla y sándalo australiano</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Guess,Perfume,"AMADERADOS, EAU DE TOILETTE, FLORALES, FRUTALES, GUESS, OTOÑO, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PRIMAVERA, PROMOCIONES, VERANO",TRUE,Title,Default Title,GSS07,0,continue,manual,140000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Guess-Girl-Belle-100ml-scaled.webp,1,active
guess-dare-for-women-de-guess-100ml,Guess Dare For Women De Guess 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Guess</li><li><strong>Categoría olfativa:</strong> Cítrico, floral, almizclado, fresco</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Kumquat, flor del peral y flores de azahar del limonero</li><li><strong>Notas de corazón:</strong> Flor de cactus, jazmín y rosa silvestre</li><li><strong>Notas de fondo:</strong> Almizcle, notas amaderadas y coco</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Guess,Perfume,"CÍTRICOS, EAU DE TOILETTE, FLORALES, FRESCO, GUESS, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PRIMAVERA, PROMOCIONES, VERANO",TRUE,Title,Default Title,GSS08,0,continue,manual,155000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Guess-Dare-For-Women-De-Guess-100ml-1-scaled.jpg,1,active
guess-double-dare-de-guess-100ml,Guess Double Dare De Guess 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Guess</li><li><strong>Categoría olfativa:</strong> Floral, frutal, fresco, cítrico, ámbar</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Verano (calor)</li><li><strong>Notas de salida:</strong> Mandarina, lichi y fresa</li><li><strong>Notas de corazón:</strong> Hojas de violeta, jazmín y lirio de los valles</li><li><strong>Notas de fondo:</strong> Vainilla, ámbar y vetiver</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Guess,Perfume,"CÍTRICOS, EAU DE TOILETTE, FLORALES, FRESCO, FRUTALES, GUESS, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PRIMAVERA, PROMOCIONES, VERANO",TRUE,Title,Default Title,GSS09,0,continue,manual,155000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Guess-Double-Dare-De-Guess-100ml-scaled.jpg,1,active
gucci-guilty-absolute-pour-femme-de-gucci-60ml,Gucci Guilty Absolute Pour Femme De Gucci 60ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Gucci</li><li><strong>Categoría olfativa:</strong> Amaderado, frutal, aromático, pachulí, dulce</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (frío)</li><li><strong>Notas de salida:</strong> Zarzamora (frambuesa negra), pimienta rosa y bergamota</li><li><strong>Notas de corazón:</strong> Ciprés, rosa de Bulgaria, notas amaderadas y vetiver</li><li><strong>Notas de fondo:</strong> Pachulí hindú y ámbar</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Gucci,Perfume,"AMADERADOS, DULCES, EAU DE TOILETTE, FRUTALES, GUCCI, INVIERNO, OTOÑO, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PROMOCIONES",TRUE,Title,Default Title,GCC03,0,continue,manual,170000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Photoroom_20260403_132213.jpg,1,active
halloween-j-del-pozo-100ml,Halloween De Jesús Del Pozo 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Jesús del Pozo</li><li><strong>Categoría olfativa:</strong> Lavanda, atalcado, marino, floral, verde</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido)</li><li><strong>Notas de salida:</strong> Violeta, notas marinas, hoja de plátano y petit grain</li><li><strong>Notas de corazón:</strong> Violeta, magnolia, lirio de los valles, nardos y pimienta</li><li><strong>Notas de fondo:</strong> Incienso, sándalo, vainilla de Madagascar y mirra</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Jesús del Pozo,Perfume,"EAU DE TOILETTE, FLORALES, FRESCO, JESUS DEL POZO, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PRIMAVERA, PROMOCIONES",TRUE,Title,Default Title,JPZ01,0,continue,manual,160000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Halloween-De-Jesus-Del-Pozo-100ml.jpg,1,active
givenchy-pour-homme-100ml,Givenchy Pour Homme 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Givenchy</li><li><strong>Categoría olfativa:</strong> Amaderado, cítrico, aromático, lavanda, terroso, atalcado, fresco</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Mandarina, toronja, cilantro y violeta</li><li><strong>Notas de corazón:</strong> Vetiver y extracto de lavanda</li><li><strong>Notas de fondo:</strong> Cedro y ládano</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Givenchy,Perfume,"AMADERADOS, CÍTRICOS, EAU DE TOILETTE, FRESCO, GIVENCHY, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PRIMAVERA, PROMOCIONES",TRUE,Title,Default Title,GVY02,0,continue,manual,170000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Givenchy-Pour-Homme-100ml-scaled.jpeg,1,active
givenchy-ange-ou-demon-100ml,Givenchy Ange Ou Demon EDP 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Femenino</li><li><strong>Marca:</strong> Givenchy</li><li><strong>Categoría olfativa:</strong> Dulce, floral, avainillado, especiado, aromático, amaderado</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Invierno (templado, frío), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Azafrán, tomillo y mandarina</li><li><strong>Notas de corazón:</strong> Azucena, ylang-ylang y orquíde</li><li><strong>Notas de fondo:</strong> Vainilla, haba tonka, palo de rosa de Brasil y musgo de roble</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Givenchy,Perfume,"AMADERADOS, DULCES, EAU DE PARFUM, FLORALES, GIVENCHY, INVIERNO, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLAS, PROMOCIONES",TRUE,Title,Default Title,GVY03,0,continue,manual,220000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Givenchy-Ange-Ou-Demon-EDP-100ml-1-scaled.webp,1,active
givenchy-pi-extreme-100ml,Givenchy Pi Extreme 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Givenchy</li><li><strong>Categoría olfativa:</strong> Ámbar, cuero, amaderado, cálido especiado, avainillado</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Invierno (templado, frío), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Toronja y bergamota</li><li><strong>Notas de corazón:</strong> Lavanda, pimienta, cardamomo y abrótano</li><li><strong>Notas de fondo:</strong> Vetiver, cedro e incienso de olíbano</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Givenchy,Perfume,"AMADERADOS, EAU DE TOILETTE, GIVENCHY, INVIERNO, OTOÑO, PARA EL DÍA, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PROMOCIONES",TRUE,Title,Default Title,GVY04,0,continue,manual,133000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Givenchy-Pi-Extreme-100.jpg,1,active
givenchy-pi-100ml,Givenchy Pi 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Givenchy</li><li><strong>Categoría olfativa:</strong> Dulce, avainillado, ámbar, especiado, aromático, fresco</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Invierno (templado, frío), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Mandarina, estragón, romero y albahaca</li><li><strong>Notas de corazón:</strong> Anís, neroli, geranio y lirio de los valles</li><li><strong>Notas de fondo:</strong> Vainilla, almendra, haba tonka, benjuí y cedro</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Givenchy,Perfume,"DULCES, EAU DE TOILETTE, FRESCO, FRUTALES, GIVENCHY, INVIERNO, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PRIMAVERA, PROMOCIONES",TRUE,Title,Default Title,GVY05,0,continue,manual,155000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Givenchy-Pi-100ml-scaled.webp,1,active
givenchy-blue-label-pour-homme-100ml,Givenchy Blue Label Pour Homme 100ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Givenchy</li><li><strong>Categoría olfativa:</strong> Aromático, fresco. amaderado, lavanda</li><li><strong>Concentración:</strong> Eau de Toilette</li><li><strong>Clima:</strong> Primavera (templado, cálido), Otoño (templado, frío)</li><li><strong>Notas de salida:</strong> Toronja (Pomelo) y bergamota</li><li><strong>Notas de corazón:</strong> Davana</li><li><strong>Notas de fondo:</strong> Incienso</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Givenchy,Perfume,"AMADERADOS, EAU DE TOILETTE, FRESCO, FRUTALES, GIVENCHY, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PRIMAVERA, PROMOCIONES",TRUE,Title,Default Title,GVY06,0,continue,manual,180000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Givenchy-Blue-Label-Pour-Homme-100ml.webp,1,active
giorgio-armani-code-profumo-110ml,Armani Code Profumo De Giorgio Armani 110ml,"<p><strong>Descripción olfativa</strong></p><ul><li><strong>Género:</strong> Masculino</li><li><strong>Marca:</strong> Giorgio Armani</li><li><strong>Categoría olfativa:</strong> Aromático, cítrico, ámbar, dulce, lavanda</li><li><strong>Concentración:</strong> Eau de Parfum</li><li><strong>Clima:</strong> Otoño (templado, frío), Invierno (templado, frío)</li><li><strong>Notas de salida:</strong> Nuez moscada, lavanda y flor de azahar del naranjo</li><li><strong>Notas de corazón:</strong> Nuez moscada, lavanda y flor de azahar del naranjo</li><li><strong>Notas de fondo:</strong> Haba tonka, ámbar y cuero</li></ul><p>Producto original garantizado contra defectos de fábrica.</p>",Giorgio Armani,Perfume,"CÍTRICOS, DULCES, EAU DE PARFUM, FLORALES, GIORGIO ARMANI, INVIERNO, OTOÑO, PARA EL DÍA, PARA LA NOCHE, PERFUMERÍA, PERFUMES DE DISEÑADOR, PERFUMES PARA ELLOS, PROMOCIONES",TRUE,Title,Default Title,GGAM11,0,continue,manual,190000,,TRUE,TRUE,https://perfumartevip.com/wp-content/uploads/2022/06/Armani-Code-Profumo-De-Giorgio-Armani-110ml-scaled.webp,1,active
